d1,d2,type,smiles1,smiles2
DB00545,DB00521,51,CN(C)C(=O)OC1=C[N+](C)=CC=C1,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00677,DB00521,51,CC(C)OP(F)(=O)OC(C)C,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00944,DB00521,51,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00390,DB00521,51,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
DB00805,DB01297,51,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00483,DB01297,51,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00975,DB01297,51,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00280,DB01297,51,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB04855,DB01297,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00899,DB01297,51,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00813,DB01297,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00358,DB01297,51,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00674,DB01297,51,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB01245,DB01297,51,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00843,DB01297,51,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB01122,DB01297,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00981,DB01297,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00772,DB01297,51,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB01400,DB01297,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00677,DB01297,51,CC(C)OP(F)(=O)OC(C)C,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00944,DB01297,51,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB08896,DB01297,51,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
DB00805,DB00960,51,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB01199,DB00960,51,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB01118,DB00960,51,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB00104,DB00960,51,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB00280,DB00960,51,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB00708,DB00960,51,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB00813,DB00960,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB00358,DB00960,51,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB01245,DB00960,51,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB01122,DB00960,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB01057,DB00960,51,CCOP(=O)(OCC)SCC[N+](C)(C)C,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB00981,DB00960,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB00772,DB00960,51,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB01010,DB00960,51,CC[N+](C)(C)C1=CC(O)=CC=C1,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB01400,DB00960,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB00944,DB00960,51,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB00390,DB00960,51,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
DB01199,DB01214,51,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00483,DB01214,51,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00104,DB01214,51,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00280,DB01214,51,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB04855,DB01214,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB01043,DB01214,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00802,DB01214,51,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00708,DB01214,51,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00813,DB01214,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00358,DB01214,51,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00674,DB01214,51,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB01245,DB01214,51,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB01122,DB01214,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB01010,DB01214,51,CC[N+](C)(C)C1=CC(O)=CC=C1,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB01400,DB01214,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB01233,DB01214,51,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00677,DB01214,51,CC(C)OP(F)(=O)OC(C)C,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00944,DB01214,51,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB00390,DB01214,51,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB01158,DB01214,51,CC[N+](C)(C)CC1=CC=CC=C1Br,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB08895,DB01214,51,[H][C@@]1(C)CCN(C[C@]1([H])N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB08877,DB01214,51,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
DB01199,DB01203,51,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB01118,DB01203,51,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB00104,DB01203,51,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB04855,DB01203,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB01043,DB01203,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB00802,DB01203,51,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB00708,DB01203,51,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB00358,DB01203,51,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB00674,DB01203,51,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB01245,DB01203,51,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB01122,DB01203,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB01057,DB01203,51,CCOP(=O)(OCC)SCC[N+](C)(C)C,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB00981,DB01203,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB00772,DB01203,51,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB00545,DB01203,51,CN(C)C(=O)OC1=C[N+](C)=CC=C1,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB01400,DB01203,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB00944,DB01203,51,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB08895,DB01203,51,[H][C@@]1(C)CCN(C[C@]1([H])N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB08877,DB01203,51,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB08896,DB01203,51,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
DB00483,DB00489,51,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB04855,DB00489,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB01043,DB00489,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB00802,DB00489,51,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB00813,DB00489,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB01122,DB00489,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB00981,DB00489,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB01010,DB00489,51,CC[N+](C)(C)C1=CC(O)=CC=C1,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB00545,DB00489,51,CN(C)C(=O)OC1=C[N+](C)=CC=C1,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB01400,DB00489,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB00677,DB00489,51,CC(C)OP(F)(=O)OC(C)C,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB00390,DB00489,51,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB01158,DB00489,51,CC[N+](C)(C)CC1=CC=CC=C1Br,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB08877,DB00489,51,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB08896,DB00489,51,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
DB00805,DB01193,51,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00975,DB01193,51,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00104,DB01193,51,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00280,DB01193,51,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB04855,DB01193,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB01043,DB01193,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00708,DB01193,51,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00813,DB01193,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00358,DB01193,51,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00674,DB01193,51,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB01245,DB01193,51,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00843,DB01193,51,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00981,DB01193,51,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB01010,DB01193,51,CC[N+](C)(C)C1=CC(O)=CC=C1,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB01400,DB01193,51,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB01233,DB01193,51,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00390,DB01193,51,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB01158,DB01193,51,CC[N+](C)(C)CC1=CC=CC=C1Br,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB08895,DB01193,51,[H][C@@]1(C)CCN(C[C@]1([H])N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB08896,DB01193,51,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1
DB00280,DB08808,51,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB04855,DB08808,51,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB01043,DB08808,51,CC12CC3CC(C)(C1)CC(N)(C3)C2,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB00899,DB08808,51,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB00813,DB08808,51,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB00358,DB08808,51,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB00674,DB08808,51,[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB01245,DB08808,51,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB00843,DB08808,51,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB01122,DB08808,51,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB01057,DB08808,51,CCOP(=O)(OCC)SCC[N+](C)(C)C,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB00772,DB08808,51,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB01010,DB08808,51,CC[N+](C)(C)C1=CC(O)=CC=C1,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
DB00545,DB08808,51,CN(C)C(=O)OC1=C[N+](C)=CC=C1,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
